HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.q1,Answer.q2,Answer.q3,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q36,Answer.q37,Answer.q38,Answer.q39,Answer.q40,Answer.q41,Answer.q42,Answer.q43,Answer.q44,Answer.q45,Answer.q46,Answer.q47,Answer.q48,Answer.q49,Answer.q50,Answer.q51,Answer.q52,Answer.q53,Answer.q54,Answer.q55,Answer.q56,Answer.q57,Answer.q58,Approve,Reject
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3BQU611VGHF0WFLJU8L4PBOWA2G99K,A158BSH3ALDZ17,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:07:55 PDT 2025,Fri Aug 15 07:07:55 PDT 2025,,,,397,0% (0/0),0% (0/0),0% (0/0),A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,A,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3BV8HQ2Z0OWRJFTQO7WS1W8EQJQ6AL,A30OSAXFZWQ2LC,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:08:21 PDT 2025,Fri Aug 15 07:08:21 PDT 2025,,,,423,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,A,A,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3BXQMRHWLRTDNRSGHSK0QTHUNMWUMU,A1VDKS4VBJSAXV,Submitted,Tue Aug 12 06:53:03 PDT 2025,Tue Aug 12 06:58:21 PDT 2025,Fri Aug 15 06:58:21 PDT 2025,,,,318,0% (0/0),0% (0/0),0% (0/0),A,B,A,A,A,A,A,B,A,B,B,B,B,A,A,B,A,B,A,A,B,A,A,A,B,B,B,B,B,A,B,A,B,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3C6FJU71UIODH8HU0V8BKO41WWCYUQ,A2CXI9303KPVD8,Submitted,Tue Aug 12 06:53:28 PDT 2025,Tue Aug 12 06:58:21 PDT 2025,Fri Aug 15 06:58:21 PDT 2025,,,,293,0% (0/0),0% (0/0),0% (0/0),A,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,B,B,B,,,,A,B,B,A,B,A,B,A,B,B,B,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3D3VGR7TBSAKLDSP7GKGPJL4GWC3RK,A22OEVQ0RIXQ7Z,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:08:20 PDT 2025,Fri Aug 15 07:08:20 PDT 2025,,,,422,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B,B,A,B,B,B,B,A,A,B,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3EJJQNKUAJ0ZFLZOM19ITDMEZ1TRHE,AW7JEJN4KPU6B,Submitted,Tue Aug 12 06:53:03 PDT 2025,Tue Aug 12 06:56:34 PDT 2025,Fri Aug 15 06:56:34 PDT 2025,,,,211,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3G0WWMR1VNFRDG6ZCKFVT795PR3QNO,A1JSCKBV95TCYF,Submitted,Tue Aug 12 07:02:09 PDT 2025,Tue Aug 12 07:06:26 PDT 2025,Fri Aug 15 07:06:26 PDT 2025,,,,257,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,A,B,A,A,A,A,B,B,A,B,A,B,B,A,B,A,A,A,B,B,B,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3H0W84IWCCXNVB8MW01C8AP17L1REY,A2E2BOX05LNX9H,Submitted,Tue Aug 12 06:58:41 PDT 2025,Tue Aug 12 07:01:54 PDT 2025,Fri Aug 15 07:01:54 PDT 2025,,,,193,0% (0/0),0% (0/0),0% (0/0),B,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,B,B,A,B,A,A,B,B,B,A,B,B,A,A,A,A,B,,A,B,B,B,B,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3HFNH7HEN99L3OPDPG203N08OFGGQ5,A1YZ7J6QEAOE58,Submitted,Tue Aug 12 06:53:28 PDT 2025,Tue Aug 12 06:58:39 PDT 2025,Fri Aug 15 06:58:39 PDT 2025,,,,311,0% (0/0),0% (0/0),0% (0/0),,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,B,A,B,A,B,A,A,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3IRIK4HM42FFCUQO8LSJ7RY2QMB6CN,ATP1INZR3RMV,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:06:55 PDT 2025,Fri Aug 15 07:06:55 PDT 2025,,,,337,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,A,A,B,A,,B,A,B,,B,B,B,B,B,B,A,A,B,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3JW0YLFXSLBMK7BZGU5OHF4I64LWWM,AD9NB76OL5ZXT,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:05:21 PDT 2025,Fri Aug 15 07:05:21 PDT 2025,,,,243,0% (0/0),0% (0/0),0% (0/0),B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,,A,B,A,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,B,A,A,A,B,B,B,A,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3LEIZ60CEBUF263WY6F32ZQPP54Z9P,A3ILTQ7WTSNLTC,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:08:26 PDT 2025,Fri Aug 15 07:08:26 PDT 2025,,,,428,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3M23Y66PPU2VJBFK57IJMW2KCPX6SH,A226CFPB7NV4R8,Submitted,Tue Aug 12 07:01:38 PDT 2025,Tue Aug 12 07:08:23 PDT 2025,Fri Aug 15 07:08:23 PDT 2025,,,,405,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3NPFYT4I04Z5CLQPBUXSXVW1LI1XGH,A32BQKMVUH8ZYJ,Submitted,Tue Aug 12 07:00:57 PDT 2025,Tue Aug 12 07:07:39 PDT 2025,Fri Aug 15 07:07:39 PDT 2025,,,,402,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,B,A,B,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3NPI0JQDBG048HA493MI21PN9D3PTX,A17NIOHXN7SQ5O,Submitted,Tue Aug 12 06:53:39 PDT 2025,Tue Aug 12 06:59:18 PDT 2025,Fri Aug 15 06:59:18 PDT 2025,,,,339,0% (0/0),0% (0/0),0% (0/0),B,B,A,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,,B,B,B,B,B,,,B,A,B,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,A,B,B,B,A,A,A,B,B,A,B,A,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3OVHNO1VFYWR5WGDAMK5OV9FGQKZD7,A3H1B8Z9KFRG3N,Submitted,Tue Aug 12 07:01:38 PDT 2025,Tue Aug 12 07:07:18 PDT 2025,Fri Aug 15 07:07:18 PDT 2025,,,,340,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,B,B,B,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,A,B,A,,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3PPTZCWAMIFLU5KIF8QPOUGEZ59ZQC,A2UBDLRVQWZV3K,Submitted,Tue Aug 12 07:01:49 PDT 2025,Tue Aug 12 07:06:19 PDT 2025,Fri Aug 15 07:06:19 PDT 2025,,,,270,0% (0/0),0% (0/0),0% (0/0),A,A,B,B,B,A,B,A,B,A,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3QY5DC2MYJF7HH0ZV5GNV3XLQLLUFO,A1OU8857XHDY0U,Submitted,Tue Aug 12 06:53:26 PDT 2025,Tue Aug 12 06:57:09 PDT 2025,Fri Aug 15 06:57:09 PDT 2025,,,,223,0% (0/0),0% (0/0),0% (0/0),A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,B,A,B,A,B,A,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3S06PH7KTJZUA0V52BBDW1P33B91DM,A37HUVGB6ZT2ET,Submitted,Tue Aug 12 06:53:38 PDT 2025,Tue Aug 12 06:58:29 PDT 2025,Fri Aug 15 06:58:29 PDT 2025,,,,291,0% (0/0),0% (0/0),0% (0/0),A,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,B,B,A,B,B,,
3XJOUITW9LMMM9DPIDW5DNJ544HQT4,38MPDVA2YH6BLH1A0DWYIAD0U2YGM0,Evaluating AI-Generated Images,"You will be shown a series of text descriptions (prompts) and two images. For each pair, you will be asked to choose which of the two images is a better and more realistic match for the given text prompt.",survey,$0.40,Tue Aug 12 06:52:44 PDT 2025,100,BatchId:5338826;OriginalHitTemplateId:928390912;,480,259200,Tue Aug 19 06:52:44 PDT 2025,,,3SKRO2GZ8TM2O61FUSX00EKTNK41KX,A13X9IZ30RWLJI,Submitted,Tue Aug 12 07:01:18 PDT 2025,Tue Aug 12 07:06:23 PDT 2025,Fri Aug 15 07:06:23 PDT 2025,,,,305,0% (0/0),0% (0/0),0% (0/0),B,A,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,A,B,A,A,B,A,,
